question,answer,verdict_code,verdict_raw,reasoning,raw_output
Which tactics are used in attack technique 'T1546.004: Event Triggered Execution: Unix Shell Configuration Modification'? Name them all,"2 tactics are used in attack technique 'T1546.004: Event Triggered Execution: Unix Shell Configuration Modification'. They are: Persistence, Privilege Escalation",0,no,"The answer correctly identifies the number of tactics and names them, but it does not provide a detailed explanation of what these tactics entail in the context of the attack technique.","{
  ""reasoning"": ""The answer correctly identifies the number of tactics and names them, but it does not provide a detailed explanation of what these tactics entail in the context of the attack technique."",
  ""verdict"": ""no""
}"
What attack groups used software 'S0473: Avenger'?,The attack groups that used software 'S0473: Avenger' were: 'G0060: BRONZE BUTLER',0,no,"The answer correctly identifies one of the attack groups that used the software 'S0473: Avenger'. However, it does not address whether there were other attack groups that also used this software, which the question implies by using the plural 'groups'.","{
  ""reasoning"": ""The answer correctly identifies one of the attack groups that used the software 'S0473: Avenger'. However, it does not address whether there were other attack groups that also used this software, which the question implies by using the plural 'groups'."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1564.005: Hide Artifacts: Hidden File System'?,The parent technique of attack technique 'T1564.005: Hide Artifacts: Hidden File System' is 'T1564: Hide Artifacts',2,yes,The answer correctly identifies the parent technique of the given attack technique. It directly addresses the question without any contradictions or additional irrelevant information.,"{
  ""reasoning"": ""The answer correctly identifies the parent technique of the given attack technique. It directly addresses the question without any contradictions or additional irrelevant information."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S1053: AvosLocker'?,"The attack techniques used by software 'S1053: AvosLocker' are: 'T1027.007: Dynamic API Resolution', 'T1027: Obfuscated Files or Information', 'T1036.008: Masquerade File Type', 'T1057: Process Discovery', 'T1083: File and Directory Discovery', 'T1106: Native API', 'T1124: System Time Discovery', 'T1135: Network Share Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1486: Data Encrypted for Impact', 'T1489: Service Stop', 'T1529: System Shutdown/Reboot', 'T1547.001: Registry Run Keys / Startup Folder', 'T1562.009: Safe Mode Boot', 'T1564.003: Hidden Window'",2,yes,"The answer provides a list of attack techniques used by AvosLocker, which are all valid and relevant to the question. The techniques are specific and directly address the question without any contradictions or hallucinations.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by AvosLocker, which are all valid and relevant to the question. The techniques are specific and directly address the question without any contradictions or hallucinations."",
  ""verdict"": ""yes""
}"
What attack techniques are used by attack group 'G0136: IndigoZebra'?,"The attack techniques used by attack group 'G0136: IndigoZebra' are: 'T1105: Ingress Tool Transfer', 'T1204.002: Malicious File', 'T1566.001: Spearphishing Attachment', 'T1583.001: Domains', 'T1583.006: Web Services', 'T1586.002: Email Accounts', 'T1588.002: Tool'",2,yes,"The answer provides a list of attack techniques used by the group 'G0136: IndigoZebra', which directly addresses the question. The techniques listed are specific and relevant to the question, and there are no contradictions or hallucinations in the answer.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the group 'G0136: IndigoZebra', which directly addresses the question. The techniques listed are specific and relevant to the question, and there are no contradictions or hallucinations in the answer."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0261: Catchamas'?,The attack groups that used software 'S0261: Catchamas' were: 'G0076: Thrip',0,no,"The answer correctly identifies one attack group that used the software 'S0261: Catchamas', but it does not address whether there were other groups that also used it, which the question asks about comprehensively.","{
  ""reasoning"": ""The answer correctly identifies one attack group that used the software 'S0261: Catchamas', but it does not address whether there were other groups that also used it, which the question asks about comprehensively."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0360: BONDUPDATER'?,"The attack techniques used by software 'S0360: BONDUPDATER' are: 'T1053.005: Scheduled Task', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1071.004: DNS', 'T1105: Ingress Tool Transfer', 'T1564.003: Hidden Window', 'T1568.002: Domain Generation Algorithms'",2,yes,"The answer provides a list of attack techniques used by the software 'S0360: BONDUPDATER', which directly addresses the question. The techniques listed are specific and relevant to the question, and there are no contradictions or hallucinations in the answer.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the software 'S0360: BONDUPDATER', which directly addresses the question. The techniques listed are specific and relevant to the question, and there are no contradictions or hallucinations in the answer."",
  ""verdict"": ""yes""
}"
How many mitigation strategies can be used against attack technique 'T1592.002: Gather Victim Host Information: Software'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1592.002: Gather Victim Host Information: Software': M1056: Pre-compromise,0,no,The answer only provides one mitigation strategy and does not list all possible strategies. It also lacks detail on the specific mitigation strategy mentioned.,"{
  ""reasoning"": ""The answer only provides one mitigation strategy and does not list all possible strategies. It also lacks detail on the specific mitigation strategy mentioned."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1052.001: Exfiltration Over Physical Medium: Exfiltration over USB'? Name them all.,"The following 3 mitigation strategies mitigate attack technique 'T1052.001: Exfiltration Over Physical Medium: Exfiltration over USB': M1057: Data Loss Prevention, M1042: Disable or Remove Feature or Program, M1034: Limit Hardware Installation",0,no,"The answer correctly lists three mitigation strategies for the specified attack technique. However, it does not explicitly state that these are the only mitigation strategies, and it does not provide a complete list as the question asks for 'all' mitigation strategies.","{
  ""reasoning"": ""The answer correctly lists three mitigation strategies for the specified attack technique. However, it does not explicitly state that these are the only mitigation strategies, and it does not provide a complete list as the question asks for 'all' mitigation strategies."",
  ""verdict"": ""no""
}"
Which tactics are used in attack technique 'T1543.004: Create or Modify System Process: Launch Daemon'? Name them all,"2 tactics are used in attack technique 'T1543.004: Create or Modify System Process: Launch Daemon'. They are: Persistence, Privilege Escalation",0,no,"The answer correctly identifies the number of tactics and names them, but it does not provide a detailed explanation of each tactic as the question might require.","{
  ""reasoning"": ""The answer correctly identifies the number of tactics and names them, but it does not provide a detailed explanation of each tactic as the question might require."",
  ""verdict"": ""no""
}"
What software are used by attack group 'G0121: Sidewinder'?,The software used by attack group 'G0121: Sidewinder' are: 'S0250: Koadic',0,no,The answer only mentions one piece of software used by the attack group 'G0121: Sidewinder' and does not provide a complete list. It also does not specify that 'S0250: Koadic' is the software used by this group.,"{
  ""reasoning"": ""The answer only mentions one piece of software used by the attack group 'G0121: Sidewinder' and does not provide a complete list. It also does not specify that 'S0250: Koadic' is the software used by this group."",
  ""verdict"": ""no""
}"
