,question,answer
0.0,What groups used attack technique 'T1070.005: Network Share Connection Removal'?,The groups that used attack technique 'T1070.005: Network Share Connection Removal' are: 'G0027: Threat Group-3390'
0.0,What groups used attack technique 'T1608.002: Upload Tool'?,The groups that used attack technique 'T1608.002: Upload Tool' are: 'G0027: Threat Group-3390'
0.0,What groups used attack technique 'T1547.004: Winlogon Helper DLL'?,"The groups that used attack technique 'T1547.004: Winlogon Helper DLL' are: 'G0010: Turla', 'G0081: Tropic Trooper', 'G0102: Wizard Spider'"
0.0,What groups used attack technique 'T1615: Group Policy Discovery'?,The groups that used attack technique 'T1615: Group Policy Discovery' are: 'G0010: Turla'
0.0,What groups used attack technique 'T1546.013: PowerShell Profile'?,The groups that used attack technique 'T1546.013: PowerShell Profile' are: 'G0010: Turla'
0.0,What groups used attack technique 'T1584.003: Virtual Private Server'?,The groups that used attack technique 'T1584.003: Virtual Private Server' are: 'G0010: Turla'
0.0,What groups used attack technique 'T1070.007: Clear Network Connection History and Configurations'?,The groups that used attack technique 'T1070.007: Clear Network Connection History and Configurations' are: 'G1017: Volt Typhoon'
0.0,What groups used attack technique 'T1036.008: Masquerade File Type'?,The groups that used attack technique 'T1036.008: Masquerade File Type' are: 'G1017: Volt Typhoon'
0.0,What groups used attack technique 'T1490: Inhibit System Recovery'?,The groups that used attack technique 'T1490: Inhibit System Recovery' are: 'G0102: Wizard Spider'
0.0,What groups used attack technique 'T1021: Remote Services'?,The groups that used attack technique 'T1021: Remote Services' are: 'G0102: Wizard Spider'
0.0,What groups used attack technique 'T1222.001: Windows File and Directory Permissions Modification'?,The groups that used attack technique 'T1222.001: Windows File and Directory Permissions Modification' are: 'G0102: Wizard Spider'
0.0,What campaigns used software 'S0089: BlackEnergy'?,The campaigns that used software 'S0089: BlackEnergy' were: 'C0028: 2015 Ukraine Electric Power Attack'
0.0,What campaigns used software 'S0607: KillDisk'?,The campaigns that used software 'S0607: KillDisk' were: 'C0028: 2015 Ukraine Electric Power Attack'
0.0,What campaigns used software 'S0604: Industroyer'?,The campaigns that used software 'S0604: Industroyer' were: 'C0025: 2016 Ukraine Electric Power Attack'
0.0,What campaigns used software 'S0693: CaddyWiper'?,The campaigns that used software 'S0693: CaddyWiper' were: 'C0034: 2022 Ukraine Electric Power Attack'
0.0,What campaigns used software 'S1042: SUGARDUMP'?,The campaigns that used software 'S1042: SUGARDUMP' were: 'C0010: C0010'
0.0,What campaigns used software 'S1049: SUGARUSH'?,The campaigns that used software 'S1049: SUGARUSH' were: 'C0010: C0010'
0.0,What campaigns used software 'S0115: Crimson'?,The campaigns that used software 'S0115: Crimson' were: 'C0011: C0011'
0.0,What campaigns used software 'S0552: AdFind'?,"The campaigns that used software 'S0552: AdFind' were: 'C0015: C0015', 'C0024: SolarWinds Compromise'"
0.0,What campaigns used software 'S0534: Bazar'?,The campaigns that used software 'S0534: Bazar' were: 'C0015: C0015'
0.0,What campaigns used software 'S0154: Cobalt Strike'?,"The campaigns that used software 'S0154: Cobalt Strike' were: 'C0015: C0015', 'C0017: C0017', 'C0018: C0018', 'C0021: C0021', 'C0024: SolarWinds Compromise'"
0.0,What campaigns used software 'S0575: Conti'?,The campaigns that used software 'S0575: Conti' were: 'C0015: C0015'
0.0,What campaigns used software 'S1040: Rclone'?,The campaigns that used software 'S1040: Rclone' were: 'C0015: C0015'
0.0,What campaigns used software 'S1052: DEADEYE'?,The campaigns that used software 'S1052: DEADEYE' were: 'C0017: C0017'
0.0,What campaigns used software 'S1051: KEYPLUG'?,The campaigns that used software 'S1051: KEYPLUG' were: 'C0017: C0017'
0.0,What campaigns used software 'S0002: Mimikatz'?,"The campaigns that used software 'S0002: Mimikatz' were: 'C0014: Operation Wocao', 'C0017: C0017', 'C0018: C0018', 'C0024: SolarWinds Compromise', 'C0030: Triton Safety Instrumented System Attack', 'C0032: C0032'"
0.0,What campaigns used software 'S0097: Ping'?,"The campaigns that used software 'S0097: Ping' were: 'C0017: C0017', 'C0018: C0018'"
0.0,What campaigns used software 'S0105: dsquery'?,"The campaigns that used software 'S0105: dsquery' were: 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0017: C0017'"
0.0,What campaigns used software 'S1053: AvosLocker'?,The campaigns that used software 'S1053: AvosLocker' were: 'C0018: C0018'
0.0,What campaigns used software 'S0633: Sliver'?,The campaigns that used software 'S0633: Sliver' were: 'C0018: C0018'
0.0,What campaigns used software 'S0108: netsh'?,The campaigns that used software 'S0108: netsh' were: 'C0018: C0018'
0.0,What campaigns used software 'S1074: ANDROMEDA'?,The campaigns that used software 'S1074: ANDROMEDA' were: 'C0026: C0026'
0.0,What campaigns used software 'S0099: Arp'?,The campaigns that used software 'S0099: Arp' were: 'C0026: C0026'
0.0,What campaigns used software 'S1075: KOPILUWAK'?,The campaigns that used software 'S1075: KOPILUWAK' were: 'C0026: C0026'
0.0,What campaigns used software 'S0039: Net'?,The campaigns that used software 'S0039: Net' were: 'C0026: C0026'
0.0,What campaigns used software 'S1076: QUIETCANARY'?,The campaigns that used software 'S1076: QUIETCANARY' were: 'C0026: C0026'
0.0,What campaigns used software 'S0104: netstat'?,"The campaigns that used software 'S0104: netstat' were: 'C0007: FunnyDream', 'C0014: Operation Wocao', 'C0026: C0026'"
0.0,What campaigns used software 'S0357: Impacket'?,"The campaigns that used software 'S0357: Impacket' were: 'C0014: Operation Wocao', 'C0027: C0027', 'C0029: Cutting Edge'"
0.0,What campaigns used software 'S0491: StrongPity'?,The campaigns that used software 'S0491: StrongPity' were: 'C0033: C0033'
0.0,What campaigns used software 'S0614: CostaBricks'?,The campaigns that used software 'S0614: CostaBricks' were: 'C0004: CostaRicto'
0.0,What campaigns used software 'S0613: PS1'?,The campaigns that used software 'S0613: PS1' were: 'C0004: CostaRicto'
0.0,What campaigns used software 'S0194: PowerSploit'?,"The campaigns that used software 'S0194: PowerSploit' were: 'C0004: CostaRicto', 'C0014: Operation Wocao'"
0.0,What campaigns used software 'S0029: PsExec'?,"The campaigns that used software 'S0029: PsExec' were: 'C0002: Night Dragon', 'C0004: CostaRicto', 'C0014: Operation Wocao', 'C0023: Operation Ghost'"
0.0,What campaigns used software 'S0615: SombRAT'?,The campaigns that used software 'S0615: SombRAT' were: 'C0004: CostaRicto'
0.0,What campaigns used software 'S0183: Tor'?,"The campaigns that used software 'S0183: Tor' were: 'C0004: CostaRicto', 'C0014: Operation Wocao'"
0.0,What campaigns used software 'S1118: BUSHWALK'?,The campaigns that used software 'S1118: BUSHWALK' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S0488: CrackMapExec'?,The campaigns that used software 'S0488: CrackMapExec' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1120: FRAMESTING'?,The campaigns that used software 'S1120: FRAMESTING' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1117: GLASSTOKEN'?,The campaigns that used software 'S1117: GLASSTOKEN' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1119: LIGHTWIRE'?,The campaigns that used software 'S1119: LIGHTWIRE' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1121: LITTLELAMB.WOOLTEA'?,The campaigns that used software 'S1121: LITTLELAMB.WOOLTEA' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1123: PITSTOP'?,The campaigns that used software 'S1123: PITSTOP' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1116: WARPWIRE'?,The campaigns that used software 'S1116: WARPWIRE' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1115: WIREFIRE'?,The campaigns that used software 'S1115: WIREFIRE' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S1114: ZIPLINE'?,The campaigns that used software 'S1114: ZIPLINE' were: 'C0029: Cutting Edge'
0.0,What campaigns used software 'S0363: Empire'?,The campaigns that used software 'S0363: Empire' were: 'C0001: Frankenstein'
0.0,What campaigns used software 'S1041: Chinoxy'?,The campaigns that used software 'S1041: Chinoxy' were: 'C0007: FunnyDream'
0.0,What campaigns used software 'S1044: FunnyDream'?,The campaigns that used software 'S1044: FunnyDream' were: 'C0007: FunnyDream'
0.0,What campaigns used software 'S1050: PcShare'?,The campaigns that used software 'S1050: PcShare' were: 'C0007: FunnyDream'
0.0,What campaigns used software 'S0096: Systeminfo'?,"The campaigns that used software 'S0096: Systeminfo' were: 'C0006: Operation Honeybee', 'C0007: FunnyDream', 'C0012: Operation CuckooBees'"
0.0,What campaigns used software 'S0057: Tasklist'?,"The campaigns that used software 'S0057: Tasklist' were: 'C0006: Operation Honeybee', 'C0007: FunnyDream'"
0.0,What campaigns used software 'S1043: ccf32'?,The campaigns that used software 'S1043: ccf32' were: 'C0007: FunnyDream'
0.0,What campaigns used software 'S0100: ipconfig'?,The campaigns that used software 'S0100: ipconfig' were: 'C0007: FunnyDream'
0.0,What campaigns used software 'S0073: ASPXSpy'?,The campaigns that used software 'S0073: ASPXSpy' were: 'C0002: Night Dragon'
0.0,What campaigns used software 'S0110: at'?,The campaigns that used software 'S0110: at' were: 'C0002: Night Dragon'
0.0,What campaigns used software 'S0008: gsecdump'?,The campaigns that used software 'S0008: gsecdump' were: 'C0002: Night Dragon'
0.0,What campaigns used software 'S0350: zwShell'?,The campaigns that used software 'S0350: zwShell' were: 'C0002: Night Dragon'
0.0,What campaigns used software 'S0694: DRATzarus'?,The campaigns that used software 'S0694: DRATzarus' were: 'C0022: Operation Dream Job'
0.0,What campaigns used software 'S0174: Responder'?,The campaigns that used software 'S0174: Responder' were: 'C0022: Operation Dream Job'
0.0,What campaigns used software 'S0678: Torisma'?,The campaigns that used software 'S0678: Torisma' were: 'C0022: Operation Dream Job'
0.0,What campaigns used software 'S0084: Mis-Type'?,The campaigns that used software 'S0084: Mis-Type' were: 'C0016: Operation Dust Storm'
0.0,What campaigns used software 'S0083: Misdat'?,The campaigns that used software 'S0083: Misdat' were: 'C0016: Operation Dust Storm'
0.0,What campaigns used software 'S0012: PoisonIvy'?,The campaigns that used software 'S0012: PoisonIvy' were: 'C0016: Operation Dust Storm'
0.0,What campaigns used software 'S0085: S-Type'?,The campaigns that used software 'S0085: S-Type' were: 'C0016: Operation Dust Storm'
0.0,What campaigns used software 'S0086: ZLib'?,The campaigns that used software 'S0086: ZLib' were: 'C0016: Operation Dust Storm'
0.0,What campaigns used software 'S0032: gh0st RAT'?,The campaigns that used software 'S0032: gh0st RAT' were: 'C0016: Operation Dust Storm'
0.0,What campaigns used software 'S0512: FatDuke'?,The campaigns that used software 'S0512: FatDuke' were: 'C0023: Operation Ghost'
0.0,What campaigns used software 'S0051: MiniDuke'?,The campaigns that used software 'S0051: MiniDuke' were: 'C0023: Operation Ghost'
0.0,What campaigns used software 'S0518: PolyglotDuke'?,The campaigns that used software 'S0518: PolyglotDuke' were: 'C0023: Operation Ghost'
0.0,What campaigns used software 'S0511: RegDuke'?,The campaigns that used software 'S0511: RegDuke' were: 'C0023: Operation Ghost'
0.0,What campaigns used software 'S0075: Reg'?,The campaigns that used software 'S0075: Reg' were: 'C0006: Operation Honeybee'
0.0,What campaigns used software 'S0464: SYSCON'?,The campaigns that used software 'S0464: SYSCON' were: 'C0006: Operation Honeybee'
0.0,What campaigns used software 'S0106: cmd'?,The campaigns that used software 'S0106: cmd' were: 'C0006: Operation Honeybee'
0.0,What campaigns used software 'S0448: Rising Sun'?,The campaigns that used software 'S0448: Rising Sun' were: 'C0013: Operation Sharpshooter'
0.0,What campaigns used software 'S0332: Remcos'?,The campaigns that used software 'S0332: Remcos' were: 'C0005: Operation Spalax'
0.0,What campaigns used software 'S0385: njRAT'?,The campaigns that used software 'S0385: njRAT' were: 'C0005: Operation Spalax'
0.0,What campaigns used software 'S0521: BloodHound'?,The campaigns that used software 'S0521: BloodHound' were: 'C0014: Operation Wocao'
0.0,What campaigns used software 'S0645: Wevtutil'?,The campaigns that used software 'S0645: Wevtutil' were: 'C0014: Operation Wocao'
0.0,What campaigns used software 'S0597: GoldFinder'?,The campaigns that used software 'S0597: GoldFinder' were: 'C0024: SolarWinds Compromise'
0.0,What campaigns used software 'S0588: GoldMax'?,The campaigns that used software 'S0588: GoldMax' were: 'C0024: SolarWinds Compromise'
0.0,What campaigns used software 'S0565: Raindrop'?,The campaigns that used software 'S0565: Raindrop' were: 'C0024: SolarWinds Compromise'
0.0,What campaigns used software 'S0559: SUNBURST'?,The campaigns that used software 'S0559: SUNBURST' were: 'C0024: SolarWinds Compromise'
0.0,What campaigns used software 'S0562: SUNSPOT'?,The campaigns that used software 'S0562: SUNSPOT' were: 'C0024: SolarWinds Compromise'
0.0,What campaigns used software 'S0589: Sibot'?,The campaigns that used software 'S0589: Sibot' were: 'C0024: SolarWinds Compromise'
0.0,What campaigns used software 'S0560: TEARDROP'?,The campaigns that used software 'S0560: TEARDROP' were: 'C0024: SolarWinds Compromise'
0.0,What campaigns used software 'S0682: TrailBlazer'?,The campaigns that used software 'S0682: TrailBlazer' were: 'C0024: SolarWinds Compromise'
0.0,What attack groups used software 'S0339: Micropsia'?,The attack groups that used software 'S0339: Micropsia' were: 'G1028: APT-C-23'
0.0,What attack groups used software 'S0434: Imminent Monitor'?,"The attack groups that used software 'S0434: Imminent Monitor' were: 'G0099: APT-C-36', 'G1018: TA2541'"
0.0,What attack groups used software 'S0017: BISCUIT'?,The attack groups that used software 'S0017: BISCUIT' were: 'G0006: APT1'
0.0,What attack groups used software 'S0025: CALENDAR'?,The attack groups that used software 'S0025: CALENDAR' were: 'G0006: APT1'
