,question,answer
1.3980687478274e-152,How does attack software 'S1020: Kevin' use attack technique 'T1016: System Network Configuration Discovery'?,Kevin can collect the MAC address and other information from a victim machine using 'ipconfig/all'.
4.117117552441389e+223,How does attack software 'S1020: Kevin' use attack technique 'T1497: Virtualization/Sandbox Evasion'?,"Kevin can sleep for a time interval between C2 communication attempts, which is a method used to evade detection by virtualization or sandbox environments."
6.013470016999068e-154,How does attack software 'S1020: Kevin' use attack technique 'T1071.001: Web Protocols'?,Variants of Kevin can communicate with its command and control server over HTTP.
6.468957074580854e+170,How does attack software 'S1020: Kevin' use attack technique 'T1059.003: Windows Command Shell'?,Kevin can use a renamed image of cmd.exe for execution.
2.352334027005898e+251,How does attack software 'S1020: Kevin' use attack technique 'T1546.003: Windows Management Instrumentation Event Subscription'?,Kevin can compile randomly-generated MOF files into the WMI repository to persistently run malware.
2.904149867654896e+180,How does attack software 'S0387: KeyBoy' use attack technique 'T1555.003: Credentials from Web Browsers'?,KeyBoy attempts to collect passwords from browsers.
3.298761091911258e+180,How does attack software 'S0387: KeyBoy' use attack technique 'T1559.002: Dynamic Data Exchange'?,KeyBoy uses the Dynamic Data Exchange (DDE) protocol to download remote payloads.
1.6952470084159097e-152,How does attack software 'S0387: KeyBoy' use attack technique 'T1027.013: Encrypted/Encoded File'?,"In one version of KeyBoy, string obfuscation routines were used to hide many of the critical values referenced in the malware."
9.30907068269241e+242,How does attack software 'S0387: KeyBoy' use attack technique 'T1083: File and Directory Discovery'?,KeyBoy uses attack technique T1083: File and Directory Discovery by launching a file browser or explorer on the system.
6.013470023792004e-154,How does attack software 'S0387: KeyBoy' use attack technique 'T1564.003: Hidden Window'?,KeyBoy uses the command '-w Hidden' to conceal a PowerShell window that downloads a payload.
9.10407139544699e+276,How does attack software 'S0387: KeyBoy' use attack technique 'T1105: Ingress Tool Transfer'?,KeyBoy uses attack technique 'T1105: Ingress Tool Transfer' by having a download and upload functionality.
5.830111647835524e+252,How does attack software 'S0387: KeyBoy' use attack technique 'T1056.001: Keylogging'?,KeyBoy installs a keylogger to intercept credentials and keystrokes.
1.2766173119056773e-152,How does attack software 'S0387: KeyBoy' use attack technique 'T1059.001: PowerShell'?,KeyBoy uses PowerShell commands to download and execute payloads.
5.0464587812857645e+180,How does attack software 'S0387: KeyBoy' use attack technique 'T1001.003: Protocol Impersonation'?,KeyBoy uses custom SSL libraries to impersonate SSL in C2 traffic.
1.2764045715680328e-152,How does attack software 'S0387: KeyBoy' use attack technique 'T1059.006: Python'?,KeyBoy uses Python scripts for installing files and performing execution.
1.2488339932230525e-89,How does attack software 'S0387: KeyBoy' use attack technique 'T1113: Screen Capture'?,KeyBoy has a command to perform screen grabbing.
5.29371879842144e+180,How does attack software 'S0387: KeyBoy' use attack technique 'T1082: System Information Discovery'?,"KeyBoy can gather extended system information, including details about the operating system, disks, and memory."
6.013470017025603e-154,How does attack software 'S0387: KeyBoy' use attack technique 'T1016: System Network Configuration Discovery'?,KeyBoy uses attack technique T1016: System Network Configuration Discovery to determine the public or WAN IP address for the system.
1.1505135141188514e+248,How does attack software 'S0387: KeyBoy' use attack technique 'T1070.006: Timestomp'?,KeyBoy time-stomped its DLL in order to evade detection.
1.4362201851344036e+161,How does attack software 'S0387: KeyBoy' use attack technique 'T1059.005: Visual Basic'?,KeyBoy uses VBS scripts for installing files and performing execution.
2.865307493996602e+161,How does attack software 'S0387: KeyBoy' use attack technique 'T1059.003: Windows Command Shell'?,KeyBoy can launch interactive shells for communicating with the victim machine.
9.477581524652902e+170,How does attack software 'S0387: KeyBoy' use attack technique 'T1543.003: Windows Service'?,KeyBoy installs a service that points to a malicious DLL dropped to disk.
1.4812662220208795e+248,How does attack software 'S0387: KeyBoy' use attack technique 'T1547.004: Winlogon Helper DLL'?,KeyBoy issues the command 'eg add “HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon”' to achieve persistence.
2.6468654603156083e+180,How does attack software 'S0276: Keydnap' use attack technique 'T1056.002: GUI Input Capture'?,Keydnap prompts the users for credentials.
9.072398294071325e+223,How does attack software 'S0276: Keydnap' use attack technique 'T1543.001: Launch Agent'?,Keydnap uses a Launch Agent to persist.
6.934067410658188e+193,How does attack software 'S0276: Keydnap' use attack technique 'T1090.003: Multi-hop Proxy'?,Keydnap uses a copy of the tor2web proxy for HTTPS communications.
9.12111726821737e+136,How does attack software 'S0276: Keydnap' use attack technique 'T1059.006: Python'?,Keydnap uses Python for scripting to execute additional commands.
6.013470016999172e-154,How does attack software 'S0276: Keydnap' use attack technique 'T1564.009: Resource Forking'?,Keydnap uses a resource fork to present a macOS JPEG or text file icon rather than the executable's icon assigned by the operating system.
1.6764069143006741e+243,How does attack software 'S0276: Keydnap' use attack technique 'T1555.002: Securityd Memory'?,Keydnap uses the keychaindump project to read securityd memory.
1.708874729471321e+214,How does attack software 'S0276: Keydnap' use attack technique 'T1548.001: Setuid and Setgid'?,Keydnap adds the setuid flag to a binary so it can easily elevate its privileges in the future.
7.354140202694781e+223,How does attack software 'S0276: Keydnap' use attack technique 'T1036.006: Space after Filename'?,"Keydnap puts a space after a false.jpg extension, which allows execution to actually go through the Terminal.app program."
2.1999562846550182e-152,How does attack software 'S0276: Keydnap' use attack technique 'T1071.001: Web Protocols'?,Keydnap uses HTTPS for command and control.
1.9453352274875888e+227,How does attack software 'S0607: KillDisk' use attack technique 'T1134: Access Token Manipulation'?,"KillDisk attempts to obtain the access token of a process by calling the OpenProcessToken function, and if successful, it modifies the token privileges using the AdjustTokenPrivileges function."
2.0001141423728577e+174,How does attack software 'S0607: KillDisk' use attack technique 'T1070.001: Clear Windows Event Logs'?,"KillDisk deletes the Application, Security, Setup, and System Windows Event Logs."
6.518409898348074e+29,How does attack software 'S0607: KillDisk' use attack technique 'T1485: Data Destruction'?,"KillDisk deletes system files to make the OS unbootable, and it also targets and deletes files with 35 different file extensions."
6.127436133255868e-154,How does attack software 'S0607: KillDisk' use attack technique 'T1486: Data Encrypted for Impact'?,KillDisk uses attack technique 'T1486: Data Encrypted for Impact' by encrypting files with an AES key that is also RSA-1028 encrypted.
5.504096737148509e+257,How does attack software 'S0607: KillDisk' use attack technique 'T1561.002: Disk Structure Wipe'?,KillDisk overwrites the first sector of the Master Boot Record with '0x00'.
2.3141329910898596e-152,How does attack software 'S0607: KillDisk' use attack technique 'T1070.004: File Deletion'?,"KillDisk has the ability to quit and delete itself, utilizing the file deletion technique 'T1070.004' to accomplish this."
8.518834177319038e+223,How does attack software 'S0607: KillDisk' use attack technique 'T1083: File and Directory Discovery'?,KillDisk uses the 'T1083: File and Directory Discovery' technique by employing the FindNextFile command as part of its file deletion process.
1.2773465768417435e-152,How does attack software 'S0607: KillDisk' use attack technique 'T1036.004: Masquerade Task or Service'?,KillDisk registers as a service under the Plug-And-Play Support name.
1.5176982115275817e+20,How does attack software 'S0607: KillDisk' use attack technique 'T1106: Native API'?,KillDisk uses the Windows API to retrieve the hard disk handle and shut down the machine.
3.8098582618371578e+180,How does attack software 'S0607: KillDisk' use attack technique 'T1027: Obfuscated Files or Information'?,KillDisk uses VMProtect to make reverse engineering the malware more difficult.
1.2169736181047715e-152,How does attack software 'S0607: KillDisk' use attack technique 'T1057: Process Discovery'?,KillDisk uses attack technique 'T1057: Process Discovery' by calling the 'GetCurrentProcess' function.
3.0404097269317763e+180,How does attack software 'S0607: KillDisk' use attack technique 'T1489: Service Stop'?,KillDisk terminates various processes to force the user to reboot the victim machine.
1.4219718289746672e+137,How does attack software 'S0607: KillDisk' use attack technique 'T1082: System Information Discovery'?,KillDisk retrieves system information by calling the CreateFileA API to \\.\PHYSICALDRIVE0.
